Series Name,"Country Name","Time","Value"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lesotho","2007",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lesotho","2008",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lesotho","2009",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lesotho","2010",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lesotho","2011",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lesotho","2012",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lesotho","2013",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lesotho","2014",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lesotho","2015",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lesotho","2016",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lesotho","2017","73.7"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lesotho","2018",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lesotho","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lesotho","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","1990",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","1991",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","1992",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","1993",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","1994",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","1995",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","1996",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","1997",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","1998",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","1999",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2000",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2001",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2002",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2003",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2004",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2005",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2006",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2007","97.8"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2008",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2009",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2010",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2011",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2012",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2013",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2014","94.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2015",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2016","93.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2017",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2018",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liberia","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","1990",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","1991",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","1992",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","1993",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","1994",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","1995",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","1996",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","1997",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","1998",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","1999",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2000",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2001",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2002",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2003",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2004",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2005",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2006",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2007",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2008",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2009",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2010",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2011",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2012",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2013",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2014",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2015",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2016",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2017",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2018",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Libia","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","1990",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","1991",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","1992",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","1993",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","1994",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","1995",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","1996",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","1997",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","1998",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","1999",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2000",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2001",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2002",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2003",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2004",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2005",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2006",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2007",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2008",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2009",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2010",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2011",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2012",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2013",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2014",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2015",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2016",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2017",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2018",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Liechtenstein","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","1990",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","1991",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","1992",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","1993",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","1994",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","1995",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","1996",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","1997",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","1998",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","1999",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2000",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2001",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2002",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2003",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2004","18.7"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2005","12.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2006","7.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2007","4.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2008","4.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2009","8.9"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2010","8.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2011","5.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2012","5.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2013","4.9"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2014","4.8"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2015","4.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2016","4.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2017","3.8"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2018",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Lituania","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","1990",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","1991","0"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","1992",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","1993",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","1994","0"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","1995",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","1996",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","1997","0.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","1998",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","1999",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2000","0"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2001",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2002",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2003","0.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2004","0.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2005","0.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2006","0"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2007","0"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2008","0"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2009","0.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2010","0.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2011","0.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2012","0.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2013","0.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2014","0.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2015","0.6"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2016","0.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2017","0.7"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2018",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Luxemburgo","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","1990",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","1991",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","1992",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","1993",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","1994",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","1995",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","1996",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","1997",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","1998",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","1999",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2000",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2001",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2002",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2003",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2004",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2005",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2006",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2007",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2008",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2009",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2010",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2011",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2012",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2013",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2014",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2015",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2016",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2017",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2018",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Región Administrativa Especial de Macao, China","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","1990",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","1991",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","1992",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","1993","96.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","1994",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","1995",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","1996",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","1997","96.8"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","1998",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","1999","96.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2000",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2001","94.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2002",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2003",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2004",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2005","97"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2006",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2007",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2008",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2009",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2010","97.5"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2011",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2012","97.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2013",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2014",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2015",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2016",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2017",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2018",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Madagascar","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","1990",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","1991",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","1992",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","1993",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","1994",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","1995",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","1996",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","1997","93.8"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","1998",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","1999",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2000",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2001",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2002",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2003",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2004","97.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2005",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2006",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2007",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2008",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2009",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2010","96.2"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2011",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2012",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2013",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2014",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2015",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2016","96.8"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2017",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2018",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malawi","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","1990",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","1991",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","1992","30.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","1993",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","1994",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","1995","29.4"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","1996",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","1997","21.9"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","1998",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","1999",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2000",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2001",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2002",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2003",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2004","12.1"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2005",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2006",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2007","14.3"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2008","16.7"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2009",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2010",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2011","8.6"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2012",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2013","4"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2014",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2015","2.7"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2016",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2017",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2018",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2019",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Malasia","2020",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Maldivas","1990",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Maldivas","1991",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Maldivas","1992",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Maldivas","1993",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Maldivas","1994",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Maldivas","1995",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Maldivas","1996",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Maldivas","1997",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Maldivas","1998",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Maldivas","1999",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Maldivas","2000",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Maldivas","2001",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Maldivas","2002","62.7"
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Maldivas","2003",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Maldivas","2004",".."
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Maldivas","2005",".."
