Country,Indicator,Year,Gender,Value
Japan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6.09 [2.85-10.37]
Japan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.45 [1.14-4.17]
Japan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.34 [0.63-2.28]
Japan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.22 [1.04-3.77]
Japan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.66 [0.31-1.13]
Jordan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.12 [0.66-1.66]
Jordan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.92 [1.13-2.82]
Jordan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.31 [0.18-0.46]
Jordan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.18 [1.28-3.23]
Jordan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.96 [2.33-5.83]
Jordan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.54 [0.32-0.82]
Kazakhstan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.49 [1.03-5.27]
Kazakhstan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.91 [1.66-8.17]
Kazakhstan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.15 [0.45-2.58]
Kazakhstan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.62 [1.09-5.56]
Kazakhstan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,5.15 [2.18-10.76]
Kazakhstan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.04 [0.41-2.31]
Kenya,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.55 [0.43-0.65]
Kenya,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.62 [0.47-0.76]
Kenya,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.48 [0.38-0.55]
Kenya,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.48 [1.15-1.76]
Kenya,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.86 [1.4-2.27]
Kenya,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.17 [0.94-1.36]
Kiribati,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.12 [4.07-6.09]
Kiribati,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.71 [4.26-7.06]
Kiribati,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.54 [3.68-5.25]
Kiribati,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,8.84 [7.02-10.52]
Kiribati,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,11.32 [8.46-14]
Kiribati,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,7.05 [5.71-8.14]
Kuwait,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.49 [0.99-2]
Kuwait,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.08 [1.38-2.79]
Kuwait,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.7 [0.46-0.93]
Kuwait,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,5.02 [3.33-6.72]
Kuwait,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.83 [4.53-9.14]
Kuwait,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.52 [1.67-3.37]
Kyrgyzstan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.22 [1.03-3.49]
Kyrgyzstan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.3 [1.56-5.23]
Kyrgyzstan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.16 [0.53-1.83]
Kyrgyzstan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.32 [1.53-5.21]
Kyrgyzstan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,5.81 [2.74-9.19]
Kyrgyzstan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.5 [0.68-2.35]
Lao People's Democratic Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.43 [3.44-5.28]
Lao People's Democratic Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6.02 [4.54-7.37]
Lao People's Democratic Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.84 [2.31-3.29]
Lao People's Democratic Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,7.91 [6.14-9.42]
Lao People's Democratic Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,12.02 [9.05-14.7]
Lao People's Democratic Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.57 [3.71-5.29]
Latvia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.91 [2.71-10.86]
Latvia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.78 [4.48-17.9]
Latvia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.62 [1.15-5.04]
Latvia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.92 [1.34-5.37]
Latvia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6 [2.75-10.98]
Latvia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.08 [0.47-2.07]
Lebanon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.79 [1.64-4.07]
Lebanon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.97 [2.33-5.8]
Lebanon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.6 [0.94-2.33]
Lebanon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.81 [1.65-4.11]
Lebanon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.97 [2.33-5.8]
Lebanon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.65 [0.97-2.41]
Lesotho,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.79 [0.58-0.99]
Lesotho,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.17 [0.82-1.48]
Lesotho,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.44 [0.33-0.53]
Lesotho,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.43 [1.04-1.79]
Lesotho,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.6 [1.83-3.3]
Lesotho,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.68 [0.51-0.82]
Liberia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.45 [0.36-0.53]
Liberia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.52 [0.39-0.63]
Liberia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.38 [0.31-0.44]
Liberia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.91 [0.72-1.08]
Liberia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.09 [0.82-1.33]
Liberia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.75 [0.61-0.86]
Libya,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.57 [1.64-3.55]
Libya,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.45 [2.84-6.14]
Libya,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.66 [0.42-0.9]
Libya,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.25 [2.72-5.87]
Libya,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,7.97 [5.09-11]
Libya,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.98 [0.63-1.36]
Lithuania,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.13 [1.48-5.29]
Lithuania,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.41 [2.57-9.17]
Lithuania,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.17 [0.56-1.98]
Lithuania,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.58 [0.75-2.68]
Lithuania,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.35 [1.59-5.67]
Lithuania,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.49 [0.23-0.83]
Luxembourg,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.53 [1.13-4.45]
Luxembourg,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.36 [1.5-5.93]
Luxembourg,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.68 [0.75-2.96]
Luxembourg,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.52 [0.68-2.68]
Luxembourg,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.2 [0.98-3.88]
Luxembourg,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.95 [0.42-1.67]
Madagascar,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.87 [1.45-2.25]
Madagascar,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.99 [2.26-3.64]
Madagascar,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.76 [0.62-0.87]
Madagascar,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.39 [3.4-5.27]
Madagascar,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,7.46 [5.64-9.07]
Madagascar,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.7 [1.39-1.95]
Malawi,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.25 [0.2-0.3]
Malawi,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.31 [0.23-0.37]
Malawi,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.2 [0.16-0.23]
Malawi,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.65 [0.51-0.77]
Malawi,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.89 [0.67-1.08]
Malawi,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.46 [0.37-0.53]
Malaysia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.93 [0.86-4.47]
Malaysia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.44 [1.1-5.57]
Malaysia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.38 [0.6-3.31]
Malaysia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.43 [1.08-5.63]
Malaysia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.28 [1.48-7.47]
Malaysia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.63 [0.71-3.92]
Maldives,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.47 [0.15-1.17]
Maldives,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.65 [0.21-1.61]
Maldives,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.24 [0.07-0.57]
Maldives,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.81 [0.26-2.01]
Maldives,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.2 [0.38-2.96]
Maldives,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.39 [0.12-0.94]
Mali,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.56 [0.44-0.65]
Mali,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.61 [0.46-0.73]
Mali,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.51 [0.41-0.58]
Mali,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.39 [1.11-1.63]
Mali,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.71 [1.31-2.06]
Mali,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.13 [0.93-1.29]
Malta,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.52 [1.74-5.8]
Malta,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.61 [2.77-9.27]
Malta,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.4 [0.69-2.31]
Malta,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.71 [0.85-2.83]
Malta,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3 [1.48-4.95]
Malta,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.66 [0.33-1.09]
Mauritania,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.36 [0.26-0.45]
Mauritania,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.44 [0.31-0.56]
Mauritania,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.28 [0.21-0.35]
Mauritania,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.7 [0.51-0.89]
Mauritania,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.88 [0.62-1.14]
Mauritania,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.54 [0.4-0.66]
Mauritius,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.74 [0.71-3.98]
Mauritius,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.72 [1.12-6.22]
Mauritius,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.79 [0.3-1.94]
Mauritius,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.34 [0.55-3.07]
Mauritius,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.38 [0.98-5.44]
Mauritius,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.55 [0.21-1.36]
Mexico,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.31 [0.79-1.83]
Mexico,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.55 [0.91-2.21]
Mexico,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.08 [0.67-1.5]
Mexico,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.55 [0.93-2.16]
Mexico,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.99 [1.17-2.84]
Mexico,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.18 [0.74-1.64]
Micronesia (Federated States of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.86 [4.32-7.1]
Micronesia (Federated States of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.6 [5.28-9.47]
Micronesia (Federated States of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.04 [3.08-4.77]
Micronesia (Federated States of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,9.68 [7.13-11.73]
Micronesia (Federated States of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,13.84 [9.61-17.25]
Micronesia (Federated States of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,6.17 [4.7-7.27]
Mongolia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.38 [4.59-8.02]
Mongolia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.74 [6.89-12.43]
Mongolia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.08 [2.34-3.74]
Mongolia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.02 [7.93-13.85]
Mongolia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,19.2 [13.57-24.51]
Mongolia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.95 [3.75-6.01]
Montenegro,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,17.68 [10.22-25.3]
Montenegro,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,25.73 [14.55-37.27]
Montenegro,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,9.85 [5.78-13.79]
Montenegro,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.89 [6.87-17.02]
Montenegro,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,18.26 [10.33-26.45]
Montenegro,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,6.25 [3.67-8.75]
Morocco,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.22 [1.28-3.31]
Morocco,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.95 [2.28-5.87]
Morocco,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.53 [0.3-0.82]
Morocco,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.45 [1.41-3.65]
Morocco,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,4.52 [2.61-6.71]
Morocco,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.56 [0.32-0.88]
Mozambique,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.67 [0.53-0.8]
Mozambique,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.81 [0.61-0.99]
Mozambique,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.55 [0.44-0.63]
Mozambique,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.65 [1.31-1.96]
Mozambique,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.33 [1.75-2.85]
Mozambique,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.17 [0.95-1.35]
Myanmar,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9.31 [7.15-11.06]
Myanmar,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,10.17 [7.42-12.41]
Myanmar,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,8.49 [6.81-9.87]
Myanmar,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.96 [9.18-14.21]
Myanmar,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,14.79 [10.8-18.04]
Myanmar,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,9.86 [7.92-11.47]
Namibia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.9 [0.64-1.16]
Namibia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.09 [0.74-1.45]
Namibia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.72 [0.53-0.9]
Namibia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.83 [1.3-2.35]
Namibia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.66 [1.81-3.55]
Namibia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.26 [0.93-1.58]
Nepal,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.94 [4.68-6.93]
Nepal,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.89 [4.52-6.99]
Nepal,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.99 [4.84-6.88]
Nepal,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,8.23 [6.48-9.6]
Nepal,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,8.67 [6.64-10.29]
Nepal,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,7.92 [6.4-9.1]
Netherlands,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.71 [2.24-7.95]
Netherlands,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.6 [2.67-9.46]
Netherlands,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.82 [1.82-6.45]
Netherlands,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.33 [1.11-3.94]
Netherlands,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.93 [1.4-4.95]
Netherlands,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.88 [0.9-3.18]
New Zealand,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.86 [0.19-2]
New Zealand,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.94 [0.21-2.2]
New Zealand,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.78 [0.17-1.81]
New Zealand,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.5 [0.11-1.17]
New Zealand,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.58 [0.13-1.34]
New Zealand,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.44 [0.097-1.03]
Nicaragua,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.02 [1.44-2.58]
Nicaragua,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.32 [1.57-3.06]
Nicaragua,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.73 [1.25-2.14]
Nicaragua,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.83 [2.02-3.62]
Nicaragua,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.65 [2.47-4.81]
Nicaragua,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.18 [1.59-2.71]
Niger,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.19 [0.15-0.22]
Niger,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.27 [0.21-0.31]
Niger,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.12 [0.098-0.13]
Niger,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.5 [0.4-0.58]
Niger,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.71 [0.55-0.84]
Niger,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.3 [0.25-0.34]
Nigeria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.31 [0.25-0.36]
Nigeria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.29 [0.23-0.35]
Nigeria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.33 [0.28-0.38]
Nigeria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.72 [0.59-0.83]
Nigeria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.73 [0.56-0.86]
Nigeria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.72 [0.59-0.81]
Norway,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.43 [0.47-2.86]
Norway,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.58 [0.52-3.16]
Norway,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.28 [0.42-2.56]
Norway,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.77 [0.25-1.54]
Norway,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.91 [0.3-1.83]
Norway,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.66 [0.22-1.31]
Oman,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.61 [0.35-1.12]
Oman,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.76 [0.44-1.37]
Oman,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.32 [0.18-0.66]
Oman,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.62 [0.92-2.96]
Oman,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.45 [1.4-4.4]
Oman,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.68 [0.38-1.39]
Pakistan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.8 [1.31-2.25]
Pakistan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.89 [2.05-3.65]
Pakistan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.64 [0.49-0.77]
Pakistan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.98 [2.18-3.73]
Pakistan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,4.87 [3.46-6.15]
Pakistan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.01 [0.77-1.21]
Panama,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.41 [0.75-2.3]
Panama,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.63 [0.85-2.7]
Panama,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.18 [0.62-1.88]
Panama,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.46 [0.78-2.38]
Panama,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.8 [0.94-2.98]
Panama,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.16 [0.61-1.85]
Papua New Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.81 [1.39-2.22]
Papua New Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.27 [1.65-2.87]
Papua New Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.34 [1.07-1.58]
Papua New Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.26 [2.5-3.99]
Papua New Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,4.52 [3.28-5.7]
