Country,Indicator,Year,Gender,Value
Japan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.92 [8.65-16.31]
Japan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,16.71 [12.49-22.33]
Japan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,8.08 [5.56-11.46]
Jordan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,26.2 [22.66-30.53]
Jordan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,31.74 [27.61-36.64]
Jordan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,20.51 [17.45-24.09]
Jordan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,51.2 [44.29-59.66]
Jordan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,64.7 [56.29-74.69]
Jordan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,38.59 [32.84-45.32]
Kazakhstan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,56.78 [41.81-83.13]
Kazakhstan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,62.5 [47.63-91.06]
Kazakhstan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,51.4 [35.99-75.41]
Kazakhstan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,62.68 [46.15-91.77]
Kazakhstan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,85.64 [65.26-124.8]
Kazakhstan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,46.61 [32.63-68.38]
Kenya,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,39.89 [35.3-44.03]
Kenya,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,40.28 [35.23-44.67]
Kenya,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,39.5 [34.99-43.42]
Kenya,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,78.07 [69.1-86.18]
Kenya,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,81.41 [71.2-90.28]
Kenya,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,74.95 [66.4-82.38]
Kiribati,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,88.07 [80-94.88]
Kiribati,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,102.8 [91.77-112.3]
Kiribati,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,73.77 [67.11-79.66]
Kiribati,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,140.2 [127.3-151]
Kiribati,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,186.8 [166.7-204.1]
Kiribati,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,106.9 [97.27-115.5]
Kuwait,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,36.8 [33.43-40.52]
Kuwait,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,45.56 [41.08-50.23]
Kuwait,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,24.98 [22.61-27.75]
Kuwait,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,103.8 [94.3-114.3]
Kuwait,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,113.6 [102.4-125.2]
Kuwait,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,88.79 [80.36-98.65]
Kyrgyzstan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,74.01 [53.44-99.5]
Kyrgyzstan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,80.2 [58.88-106.5]
Kyrgyzstan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,67.91 [47.27-93.38]
Kyrgyzstan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,110.7 [79.92-148.8]
Kyrgyzstan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,142.3 [104.5-188.9]
Kyrgyzstan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,86.93 [60.5-119.5]
Lao People's Democratic Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,109.9 [100.8-118.4]
Lao People's Democratic Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,105.5 [95.77-114.8]
Lao People's Democratic Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,114.3 [104.6-123.1]
Lao People's Democratic Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,188.5 [172.8-203]
Lao People's Democratic Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,196.2 [178-213.5]
Lao People's Democratic Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,181.9 [166.5-195.9]
Latvia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,97.78 [69.75-137.4]
Latvia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,98.21 [74.9-132.8]
Latvia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,97.4 [63.76-142.1]
Latvia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,41.35 [29.49-58.12]
Latvia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,60.36 [46.04-81.62]
Latvia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,28.47 [18.64-41.55]
Lebanon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,52.01 [43.28-60.46]
Lebanon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,60.56 [50.38-70.45]
Lebanon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,43.4 [35.82-51.08]
Lebanon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,51.35 [42.74-59.7]
Lebanon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,61.21 [50.93-71.22]
Lebanon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,41 [33.84-48.27]
Lesotho,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,113.4 [99.01-129.4]
Lesotho,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,105.4 [89.63-122.4]
Lesotho,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,120.9 [106.1-137.4]
Lesotho,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,177.6 [155.1-202.6]
Lesotho,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,196.4 [167-228.1]
Lesotho,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,165.8 [145.6-188.4]
Liberia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,83.32 [75.94-90.36]
Liberia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,79.6 [71.99-87.01]
Liberia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,87.1 [79.49-94.28]
Liberia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,170.2 [155.1-184.6]
Liberia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,167.6 [151.5-183.1]
Liberia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,171.7 [156.7-185.8]
Libya,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,43.3 [38.16-48.63]
Libya,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,51.42 [45.66-57.35]
Libya,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,35.05 [30.57-39.56]
Libya,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,71.94 [63.4-80.8]
Libya,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,91.99 [81.7-102.6]
Libya,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,54.33 [47.39-61.32]
Lithuania,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,82.13 [59.7-109.1]
Lithuania,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,84.09 [66.26-103.1]
Lithuania,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,80.45 [52.78-115.1]
Lithuania,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,33.96 [24.69-45.11]
Lithuania,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,50.85 [40.06-62.33]
Lithuania,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,22.76 [14.93-32.57]
Luxembourg,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,22.64 [16.81-29.72]
Luxembourg,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,24.1 [18.22-30.32]
Luxembourg,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,21.17 [14.9-29.71]
Luxembourg,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.56 [8.58-15.18]
Luxembourg,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,15.04 [11.37-18.93]
Luxembourg,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,8.47 [5.96-11.88]
Madagascar,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,79.94 [73.34-86.18]
Madagascar,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,80.81 [73.07-87.75]
Madagascar,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,79.08 [72.6-84.95]
Madagascar,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,159.6 [146.5-172.1]
Madagascar,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,166.9 [150.9-181.2]
Madagascar,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,152.8 [140.3-164.2]
Malawi,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,53.97 [48.82-58.65]
Malawi,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,55.57 [49.77-60.99]
Malawi,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,52.4 [47.45-56.76]
Malawi,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,115 [104-125]
Malawi,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,129.7 [116.1-142.3]
Malawi,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,103.5 [93.73-112.1]
Malaysia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,35.19 [26.73-57.91]
Malaysia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,40.07 [30.85-63.45]
Malaysia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,29.98 [22.06-51.78]
Malaysia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,47.44 [36.03-78.07]
Malaysia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,55.88 [43.02-88.47]
Malaysia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,39.05 [28.74-67.44]
Maldives,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,14.22 [9.55-22.69]
Maldives,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,15.49 [10.66-24.27]
Maldives,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,12.55 [7.94-20.76]
Maldives,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,25.63 [17.2-40.89]
Maldives,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,29.72 [20.44-46.56]
Maldives,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,21.18 [13.4-35.02]
Mali,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,106.6 [97.33-115.4]
Mali,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,97.59 [87.58-106.5]
Mali,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,115.6 [105.9-124.2]
Mali,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,209.1 [190.9-226.5]
Mali,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,201 [180.4-219.4]
Mali,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,215.7 [197.6-231.8]
Malta,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,43.53 [34.06-54.91]
Malta,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,47.29 [37.47-57.64]
Malta,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,39.73 [29.3-52.71]
Malta,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,20.16 [15.78-25.44]
Malta,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,26.1 [20.68-31.81]
Malta,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,15.08 [11.12-20]
Mauritania,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,87.61 [75.93-101.6]
Mauritania,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,89.87 [77.3-104.7]
Mauritania,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,85.3 [74.26-98.24]
Mauritania,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,169.5 [146.9-196.5]
Mauritania,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,183.7 [158-214.1]
Mauritania,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,157 [136.7-180.8]
Mauritius,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,47.68 [33.81-81.22]
Mauritius,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,54.82 [39.73-93.71]
Mauritius,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,40.69 [27.75-70.92]
Mauritius,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,38.25 [27.13-65.15]
Mauritius,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,49.85 [36.13-85.22]
Mauritius,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,28.44 [19.4-49.57]
Mexico,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,33 [27.87-38.88]
Mexico,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,35.79 [30.15-41.98]
Mexico,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,30.23 [25.22-35.9]
Mexico,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,36.67 [30.98-43.21]
Mexico,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,44 [37.07-51.62]
Mexico,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,30.34 [25.31-36.03]
Micronesia (Federated States of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,92.7 [79.78-101.6]
Micronesia (Federated States of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,95.63 [81.33-106.6]
Micronesia (Federated States of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,89.62 [76.44-98.52]
Micronesia (Federated States of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,151.8 [130.6-166.3]
Micronesia (Federated States of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,170.7 [145.2-190.2]
Micronesia (Federated States of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,134.9 [115-148.3]
Mongolia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,97.05 [84.11-110.3]
Mongolia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,115.2 [99.8-130.9]
Mongolia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,79.27 [68.03-90.6]
Mongolia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,155.9 [135.1-177.3]
Mongolia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,203.4 [176.3-231.2]
Mongolia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,118.5 [101.7-135.4]
Montenegro,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,139.8 [99.21-181.9]
Montenegro,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,148.4 [106.9-189]
Montenegro,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,131.5 [91.46-177.4]
Montenegro,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,78.65 [55.8-102.3]
Montenegro,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,98.17 [70.72-125]
Montenegro,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,61.88 [43.03-83.46]
Morocco,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,40.26 [33.34-50.42]
Morocco,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,42.81 [36.02-52.5]
Morocco,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,37.75 [30.64-48.07]
Morocco,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,49.07 [40.63-61.45]
Morocco,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,58.42 [49.16-71.65]
Morocco,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,41.58 [33.74-52.94]
Mozambique,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,64.22 [58.1-70.03]
Mozambique,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,62.53 [56.12-68.73]
Mozambique,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,65.82 [59.4-71.48]
Mozambique,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,110 [99.48-119.9]
Mozambique,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,113.8 [102.2-125.1]
Mozambique,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,106.4 [96.04-115.6]
Myanmar,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,116.1 [104.1-127.6]
Myanmar,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,124.9 [107.9-140.8]
Myanmar,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,107.8 [96.76-118.3]
Myanmar,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,156.4 [140.2-171.8]
Myanmar,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,187.5 [162-211.5]
Myanmar,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,133 [119.3-145.8]
Namibia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,74.79 [63.27-87.45]
Namibia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,74.9 [62.61-88.58]
Namibia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,74.69 [63.26-86.88]
Namibia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,145 [122.6-169.5]
Namibia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,168.1 [140.5-198.8]
Namibia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,128.9 [109.2-149.9]
Nepal,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,133.1 [121.1-145.4]
Nepal,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,144.5 [130.5-160]
Nepal,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,122.3 [111.2-132.4]
Nepal,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,193.8 [176.2-211.6]
Nepal,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,216.5 [195.5-239.7]
Nepal,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,173.4 [157.6-187.7]
Netherlands,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,31.32 [23.6-40.5]
Netherlands,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,32.43 [24.82-40.99]
Netherlands,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,30.22 [22.23-40.97]
Netherlands,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,13.66 [10.3-17.67]
Netherlands,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,16.62 [12.72-21]
Netherlands,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,11.21 [8.24-15.2]
New Zealand,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,13.6 [8.84-20.44]
New Zealand,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,14.4 [9.58-20.34]
New Zealand,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,12.82 [7.74-20.7]
New Zealand,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,7.18 [4.67-10.79]
New Zealand,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,8.64 [5.74-12.2]
New Zealand,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,5.86 [3.54-9.46]
Nicaragua,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,42.81 [36.92-48.56]
Nicaragua,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,43.7 [37.43-50.24]
Nicaragua,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,41.95 [36.2-47.84]
Nicaragua,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,55.71 [48.05-63.2]
Nicaragua,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,62.54 [53.57-71.91]
Nicaragua,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,50.02 [43.17-57.05]
Niger,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,139.6 [124.6-152.1]
Niger,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,141.7 [125.9-154.7]
Niger,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,137.5 [122.9-149.3]
Niger,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,251.8 [224.8-274.3]
Niger,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,266.9 [237.1-291.5]
Niger,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,237.5 [212.2-257.8]
Nigeria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,158.6 [140.6-174]
Nigeria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,155 [136.2-170.7]
Nigeria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,162.4 [144.5-176.8]
Nigeria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,307.4 [272.5-337.1]
Nigeria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,300.9 [264.5-331.4]
Nigeria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,312.6 [278.1-340.4]
Norway,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,18.67 [12.31-27.08]
Norway,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,18.71 [12.79-25.73]
Norway,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,18.63 [11.72-28.38]
Norway,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,8.58 [5.65-12.44]
Norway,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,10.44 [7.14-14.35]
Norway,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,6.92 [4.35-10.53]
Oman,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,22.08 [18.44-34.36]
Oman,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,22.98 [19.27-35.42]
Oman,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,20.37 [16.43-32.52]
Oman,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,53.86 [44.98-83.83]
Oman,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,61.87 [51.88-95.34]
Oman,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,43.1 [34.77-68.81]
Pakistan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,113 [99.06-126.5]
Pakistan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,127.6 [111.5-143]
Pakistan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,97.62 [85.76-109.7]
Pakistan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,173.6 [152.1-194.3]
Pakistan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,197.2 [172.3-220.9]
Pakistan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,149 [130.9-167.4]
Panama,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,26.37 [19.93-34.01]
Panama,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,29.38 [22.33-37.35]
Panama,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,23.35 [17.28-30.58]
Panama,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,25.83 [19.52-33.31]
Panama,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,31.2 [23.71-39.66]
Panama,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,20.89 [15.47-27.36]
Papua New Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,89.56 [78.9-97.87]
Papua New Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,98.65 [86.51-109.5]
Papua New Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,80.15 [70.55-87.85]
Papua New Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,152 [133.9-166.2]
Papua New Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,183.8 [161.2-204.1]
Papua New Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,125.3 [110.3-137.4]
Paraguay,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,45.55 [37.51-53.46]
